seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_sold,wool_sold,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
0,0,H1,H0,46343.0,46343.0,0,DONE,719,27.179,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,17.0696,0
0,1,H0,H1,46343.0,46343.0,0,DONE,719,27.179,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,15.8051,0
0,0,H0,H1,46343.0,46343.0,0,DONE,719,35.81,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,22.6107,0
0,1,H1,H0,46343.0,46343.0,0,DONE,719,35.81,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,26.7416,0
1,0,H1,H0,50634.0,49375.0,1,DONE,719,30.692,4853,0.9415,0.5737,637,104,82,104,82,24246,7970,0,11,4,157,22,0,4,2,2,3,21.1848,0
1,1,H0,H1,49375.0,50634.0,0,DONE,719,30.692,4853,0.9464,0.5745,647,104,90,103,90,23929,7480,0,19,5,157,20,0,0,2,1,3,19.7642,0
1,0,H0,H1,49375.0,50634.0,0,DONE,719,42.358,4853,0.9464,0.5745,647,104,90,103,90,23929,7480,0,19,5,157,20,0,0,2,1,3,33.5506,0
1,1,H1,H0,50634.0,49375.0,1,DONE,719,42.358,4853,0.9415,0.5737,637,104,82,104,82,24246,7970,0,11,4,157,22,0,4,2,2,3,33.0214,0
2,0,H1,H0,40965.0,41317.0,0,DONE,719,36.235,4853,0.9427,0.5766,632,96,90,90,90,4468,21983,31,0,5,156,14,0,0,2,1,9,28.7602,0
2,1,H0,H1,41317.0,40965.0,1,DONE,719,36.235,4853,0.946,0.5741,647,104,90,103,90,4762,21982,34,0,5,157,20,0,0,2,1,3,22.5212,0
2,0,H0,H1,41317.0,41295.0,1,DONE,719,34.179,4853,0.946,0.5739,647,104,90,103,90,4762,21982,34,0,5,157,34,0,0,2,1,3,16.106,0
2,1,H1,H0,41295.0,41317.0,0,DONE,719,34.179,4853,0.9423,0.5745,636,96,90,90,90,4468,21983,31,0,5,158,24,0,0,2,1,9,9.7579,0
3,0,H1,H0,52796.0,52796.0,0,DONE,719,45.755,4853,0.946,0.5741,647,104,90,103,90,14815,21135,0,0,5,157,20,0,0,2,1,3,39.3696,0
3,1,H0,H1,52796.0,52796.0,0,DONE,719,45.755,4853,0.946,0.5741,647,104,90,103,90,14815,21135,0,0,5,157,20,0,0,2,1,3,39.2352,0
3,0,H0,H1,52796.0,52796.0,0,DONE,719,47.502,4853,0.946,0.5741,647,104,90,103,90,14815,21135,0,0,5,157,20,0,0,2,1,3,22.1869,0
3,1,H1,H0,52796.0,52796.0,0,DONE,719,47.502,4853,0.946,0.5741,647,104,90,103,90,14815,21135,0,0,5,157,20,0,0,2,1,3,50.8947,0
4,0,H1,H0,45657.0,45152.0,1,DONE,719,37.19,4853,0.9404,0.5735,624,103,70,103,70,23256,5883,0,21,4,159,15,0,0,2,2,3,21.1133,0
4,1,H0,H1,45152.0,45657.0,0,DONE,719,37.19,4853,0.9462,0.5753,647,104,90,104,90,23502,5957,0,37,5,156,12,1,0,2,1,3,20.6381,0
4,0,H0,H1,45152.0,45657.0,0,DONE,719,33.559,4853,0.9464,0.5757,647,104,90,104,90,23502,5957,0,37,5,156,12,1,0,2,1,3,27.1519,0
4,1,H1,H0,45657.0,45152.0,1,DONE,719,33.559,4853,0.9402,0.573,624,103,70,103,70,23256,5883,0,21,4,159,15,0,0,2,2,3,19.8571,0
5,0,H1,H0,36048.0,35274.0,1,DONE,719,37.391,4853,0.9404,0.5735,624,103,70,103,70,11830,5883,0,21,4,159,15,0,0,2,2,3,21.3086,0
5,1,H0,H1,35274.0,36048.0,0,DONE,719,37.391,4853,0.9464,0.5757,647,104,90,104,90,12013,5957,0,37,5,156,12,1,0,2,1,3,25.6539,0
5,0,H0,H1,35274.0,36048.0,0,DONE,719,29.554,4853,0.9464,0.5757,647,104,90,104,90,12013,5957,0,37,5,156,12,1,0,2,1,3,17.5321,0
5,1,H1,H0,36048.0,35274.0,1,DONE,719,29.554,4853,0.9404,0.5735,624,103,70,103,70,11830,5883,0,21,4,159,15,0,0,2,2,3,17.1349,0
6,0,H1,H0,42471.0,42176.0,1,DONE,719,26.919,4853,0.9404,0.5735,624,103,70,103,70,21908,5883,0,21,4,159,15,0,0,2,2,3,18.6775,0
6,1,H0,H1,42176.0,42471.0,0,DONE,719,26.919,4853,0.9464,0.5757,647,104,90,104,90,22177,5957,0,37,5,156,12,1,0,2,1,3,7.6499,0
6,0,H0,H1,42176.0,42471.0,0,DONE,719,29.198,4853,0.9464,0.5757,647,104,90,104,90,22177,5957,0,37,5,156,12,1,0,2,1,3,13.8825,0
6,1,H1,H0,42471.0,42176.0,1,DONE,719,29.198,4853,0.9404,0.5735,624,103,70,103,70,21908,5883,0,21,4,159,15,0,0,2,2,3,14.3449,0
7,0,H1,H0,54810.0,54810.0,0,DONE,719,23.425,4853,0.946,0.5741,647,104,90,103,90,20180,20137,0,0,5,157,20,0,0,2,1,3,11.1558,0
7,1,H0,H1,54810.0,54810.0,0,DONE,719,23.425,4853,0.946,0.5741,647,104,90,103,90,20180,20137,0,0,5,157,20,0,0,2,1,3,7.3835,0
7,0,H0,H1,54810.0,54810.0,0,DONE,719,23.052,4853,0.946,0.5741,647,104,90,103,90,20180,20137,0,0,5,157,20,0,0,2,1,3,11.1536,0
7,1,H1,H0,54810.0,54810.0,0,DONE,719,23.052,4853,0.946,0.5741,647,104,90,103,90,20180,20137,0,0,5,157,20,0,0,2,1,3,9.5105,0
