seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
0,0,P1,A_diversified,51391.0,32166.0,1,DONE,719,40.808,4853,0.946,0.5753,647,104,90,22187,9816,0,20,5,156,12,1,0,2,1,3,16.8006,0
0,1,A_diversified,P1,32166.0,51391.0,0,DONE,719,40.808,4025,0.9451,0.5722,532,55,42,12268,2317,0,14,5,122,55,0,0,1,4,17,12.3595,0
0,0,P1,D_premium_crop,62269.0,34681.0,1,DONE,719,68.337,4853,0.946,0.5741,647,104,90,21854,20130,0,0,5,157,20,0,0,2,1,3,47.8933,0
0,1,D_premium_crop,P1,34681.0,62269.0,0,DONE,719,68.337,5495,0.5578,0.4084,168,0,0,0,0,0,0,0,0,4,0,0,13,0,0,28.7904,0
0,0,P1,C_goose_wheat,57828.0,28624.0,1,DONE,719,58.74,4853,0.946,0.5741,647,104,90,21854,20130,0,0,5,157,20,0,0,2,1,3,25.3295,0
0,1,C_goose_wheat,P1,28624.0,57828.0,0,DONE,719,58.74,4853,0.9289,0.5724,741,0,0,0,0,0,0,4,109,4,0,0,2,0,0,19.4709,0
0,0,P1,reference,57828.0,28624.0,1,DONE,719,54.792,4853,0.946,0.5741,647,104,90,21854,20130,0,0,5,157,20,0,0,2,1,3,31.1446,0
0,1,reference,P1,28624.0,57828.0,0,DONE,719,54.792,4853,0.9289,0.5724,741,0,0,0,0,0,0,4,109,4,0,0,2,0,0,21.1099,0
0,0,A_diversified,P1,32176.0,51391.0,0,DONE,719,39.729,4025,0.9436,0.5712,532,55,42,12268,2317,0,14,5,122,55,0,0,1,4,17,14.8371,0
0,1,P1,A_diversified,51391.0,32176.0,1,DONE,719,39.729,4853,0.946,0.5753,647,104,90,22187,9816,0,20,5,156,12,1,0,2,1,3,12.1516,0
0,0,D_premium_crop,P1,34681.0,62269.0,0,DONE,719,75.622,5495,0.5578,0.4084,168,0,0,0,0,0,0,0,0,4,0,0,13,0,0,39.042,0
0,1,P1,D_premium_crop,62269.0,34681.0,1,DONE,719,75.622,4853,0.946,0.5741,647,104,90,21854,20130,0,0,5,157,20,0,0,2,1,3,51.1922,0
0,0,C_goose_wheat,P1,28624.0,57828.0,0,DONE,719,63.119,4853,0.9289,0.5724,741,0,0,0,0,0,0,4,109,4,0,0,2,0,0,20.2935,0
0,1,P1,C_goose_wheat,57828.0,28624.0,1,DONE,719,63.119,4853,0.946,0.5741,647,104,90,21854,20130,0,0,5,157,20,0,0,2,1,3,24.5118,0
0,0,reference,P1,28624.0,57828.0,0,DONE,719,58.112,4853,0.9289,0.5724,741,0,0,0,0,0,0,4,109,4,0,0,2,0,0,20.9243,0
0,1,P1,reference,57828.0,28624.0,1,DONE,719,58.112,4853,0.946,0.5741,647,104,90,21854,20130,0,0,5,157,20,0,0,2,1,3,25.2525,0
1,0,P1,A_diversified,60631.0,37721.0,1,DONE,719,36.381,4853,0.946,0.5741,647,104,90,23782,19327,0,0,5,157,20,0,0,2,1,3,16.2171,0
1,1,A_diversified,P1,37721.0,60631.0,0,DONE,719,36.381,4025,0.9456,0.5727,532,55,42,12817,9372,0,0,5,122,55,0,0,1,4,17,9.1517,0
1,0,P1,D_premium_crop,67014.0,34947.0,1,DONE,719,82.414,4853,0.946,0.5741,647,104,90,25104,20463,0,0,5,157,20,0,0,2,1,3,30.9591,0
1,1,D_premium_crop,P1,34947.0,67014.0,0,DONE,719,82.414,5495,0.5551,0.4045,168,0,0,0,0,0,0,0,0,6,0,0,13,0,0,26.3498,0
1,0,P1,C_goose_wheat,61702.0,25727.0,1,DONE,719,61.684,4853,0.946,0.5741,647,104,90,25873,20161,0,0,5,157,20,0,0,2,1,3,22.5898,0
1,1,C_goose_wheat,P1,25727.0,61702.0,0,DONE,719,61.684,4853,0.9289,0.5724,741,0,0,0,0,0,0,4,109,4,0,0,2,0,0,17.2694,0
1,0,P1,reference,61702.0,25727.0,1,DONE,719,69.885,4853,0.946,0.5741,647,104,90,25873,20161,0,0,5,157,20,0,0,2,1,3,40.5364,0
1,1,reference,P1,25727.0,61702.0,0,DONE,719,69.885,4853,0.9289,0.5724,741,0,0,0,0,0,0,4,109,4,0,0,2,0,0,26.8975,0
1,0,A_diversified,P1,37721.0,60631.0,0,DONE,719,34.45,4025,0.9456,0.5727,532,55,42,12817,9372,0,0,5,122,55,0,0,1,4,17,8.9808,0
1,1,P1,A_diversified,60631.0,37721.0,1,DONE,719,34.45,4853,0.946,0.5741,647,104,90,23782,19327,0,0,5,157,20,0,0,2,1,3,9.2596,0
1,0,D_premium_crop,P1,34947.0,67014.0,0,DONE,719,73.528,5495,0.5551,0.4045,168,0,0,0,0,0,0,0,0,6,0,0,13,0,0,34.5666,0
1,1,P1,D_premium_crop,67014.0,34947.0,1,DONE,719,73.528,4853,0.946,0.5741,647,104,90,25104,20463,0,0,5,157,20,0,0,2,1,3,68.5943,0
1,0,C_goose_wheat,P1,25727.0,61702.0,0,DONE,719,63.767,4853,0.9289,0.5724,741,0,0,0,0,0,0,4,109,4,0,0,2,0,0,19.166,0
1,1,P1,C_goose_wheat,61702.0,25727.0,1,DONE,719,63.767,4853,0.946,0.5741,647,104,90,25873,20161,0,0,5,157,20,0,0,2,1,3,23.1638,0
1,0,reference,P1,25727.0,61702.0,0,DONE,719,66.409,4853,0.9289,0.5724,741,0,0,0,0,0,0,4,109,4,0,0,2,0,0,31.8066,0
1,1,P1,reference,61702.0,25727.0,1,DONE,719,66.409,4853,0.946,0.5741,647,104,90,25873,20161,0,0,5,157,20,0,0,2,1,3,31.497,0
2,0,P1,A_diversified,62499.0,39464.0,1,DONE,719,32.935,4853,0.946,0.5739,647,104,90,22265,21239,0,0,5,157,34,0,0,2,1,3,10.0704,0
2,1,A_diversified,P1,39464.0,62499.0,0,DONE,719,32.935,4025,0.9448,0.5722,532,55,42,11935,10297,0,0,5,122,55,0,0,1,4,17,7.9503,0
2,0,P1,D_premium_crop,57091.0,32653.0,1,DONE,719,83.226,4853,0.946,0.5739,647,104,90,15952,22253,0,0,5,157,34,0,0,2,1,3,42.6132,0
2,1,D_premium_crop,P1,32653.0,57091.0,0,DONE,719,83.226,5495,0.5605,0.4102,168,0,0,0,0,0,0,0,0,4,0,0,13,0,0,32.4809,0
2,0,P1,C_goose_wheat,48586.0,24893.0,1,DONE,719,62.956,4853,0.946,0.5739,647,104,90,11064,22322,0,0,5,157,34,0,0,2,1,3,33.355,0
