seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
0,0,P2,P0,45899.0,45899.0,0,DONE,719,43.339,4853,0.9472,0.578,640,102,90,12895,18185,0,0,5,155,10,0,0,2,1,3,15.4991,0
0,1,P0,P2,45899.0,45899.0,0,DONE,719,43.339,4853,0.9472,0.578,640,102,90,12895,18185,0,0,5,155,10,0,0,2,1,3,15.6763,0
0,0,P0,P2,45899.0,45899.0,0,DONE,719,41.569,4853,0.9472,0.578,640,102,90,12895,18185,0,0,5,155,10,0,0,2,1,3,19.6697,0
0,1,P2,P0,45899.0,45899.0,0,DONE,719,41.569,4853,0.9472,0.578,640,102,90,12895,18185,0,0,5,155,10,0,0,2,1,3,18.5215,0
1,0,P2,P0,48794.0,48795.0,0,DONE,719,41.906,4853,0.9472,0.578,640,102,90,23887,7581,0,18,5,155,10,0,0,2,1,3,17.1891,0
1,1,P0,P2,48795.0,48794.0,1,DONE,719,41.906,4853,0.9472,0.578,640,102,90,23887,7577,0,19,5,155,10,0,0,2,1,3,19.475,0
1,0,P0,P2,48795.0,48794.0,1,DONE,719,41.932,4853,0.9472,0.578,640,102,90,23887,7577,0,19,5,155,10,0,0,2,1,3,19.7556,0
1,1,P2,P0,48794.0,48795.0,0,DONE,719,41.932,4853,0.9472,0.578,640,102,90,23887,7581,0,18,5,155,10,0,0,2,1,3,18.8295,0
2,0,P2,P0,41917.0,40366.0,1,DONE,719,37.959,4853,0.9468,0.5782,640,102,90,5542,21988,9,0,5,155,34,0,0,2,1,3,13.5663,0
2,1,P0,P2,40366.0,41917.0,0,DONE,719,37.959,4853,0.9472,0.578,640,102,90,5288,21000,21,0,5,155,10,0,0,2,1,9,18.0925,0
2,0,P0,P2,40562.0,41721.0,0,DONE,719,36.71,4853,0.9468,0.5782,640,102,90,5288,21000,21,0,5,155,34,0,0,2,1,9,14.1219,0
2,1,P2,P0,41721.0,40562.0,1,DONE,719,36.71,4853,0.9472,0.578,640,102,90,5542,21988,9,0,5,155,10,0,0,2,1,3,13.5574,0
3,0,P2,P0,52194.0,52194.0,0,DONE,719,37.001,4853,0.9472,0.578,640,102,90,14550,21135,0,0,5,155,10,0,0,2,1,3,11.8084,0
3,1,P0,P2,52194.0,52194.0,0,DONE,719,37.001,4853,0.9472,0.578,640,102,90,14550,21135,0,0,5,155,10,0,0,2,1,3,14.0022,0
3,0,P0,P2,52194.0,52194.0,0,DONE,719,29.034,4853,0.9472,0.578,640,102,90,14550,21135,0,0,5,155,10,0,0,2,1,3,10.9894,0
3,1,P2,P0,52194.0,52194.0,0,DONE,719,29.034,4853,0.9472,0.578,640,102,90,14550,21135,0,0,5,155,10,0,0,2,1,3,8.6169,0
4,0,P2,P0,45908.0,45809.0,1,DONE,719,29.501,4853,0.9468,0.5768,646,104,90,23545,5947,0,38,5,156,19,1,0,2,1,3,8.9236,0
4,1,P0,P2,45809.0,45908.0,0,DONE,719,29.501,4853,0.9466,0.577,646,104,90,23545,5873,0,42,5,156,19,1,0,2,1,3,7.5379,0
4,0,P0,P2,45839.0,45878.0,0,DONE,719,30.472,4853,0.9468,0.5768,646,104,90,23545,5873,0,42,5,156,19,1,0,2,1,3,10.8025,0
4,1,P2,P0,45878.0,45839.0,1,DONE,719,30.472,4853,0.9466,0.577,646,104,90,23545,5947,0,38,5,156,19,1,0,2,1,3,8.8491,0
5,0,P2,P0,36060.0,36075.0,0,DONE,719,29.769,4853,0.9472,0.578,640,102,90,10404,9026,0,13,5,155,10,0,0,2,1,3,10.4936,0
5,1,P0,P2,36075.0,36060.0,1,DONE,719,29.769,4853,0.9472,0.578,640,102,90,10404,9142,0,8,5,155,10,0,0,2,1,3,7.7842,0
5,0,P0,P2,36075.0,36060.0,1,DONE,719,28.609,4853,0.9472,0.578,640,102,90,10404,9142,0,8,5,155,10,0,0,2,1,3,8.2974,0
5,1,P2,P0,36060.0,36075.0,0,DONE,719,28.609,4853,0.9472,0.578,640,102,90,10404,9026,0,13,5,155,10,0,0,2,1,3,6.9704,0
6,0,P2,P0,42048.0,41979.0,1,DONE,719,28.79,4853,0.9468,0.5768,646,104,90,21915,5947,0,38,5,156,19,1,0,2,1,3,8.7612,0
6,1,P0,P2,41979.0,42048.0,0,DONE,719,28.79,4853,0.9468,0.5768,646,104,90,21915,5873,0,42,5,156,19,1,0,2,1,3,8.4053,0
6,0,P0,P2,41979.0,42048.0,0,DONE,719,32.552,4853,0.9468,0.5768,646,104,90,21915,5873,0,42,5,156,19,1,0,2,1,3,11.889,0
6,1,P2,P0,42048.0,41979.0,1,DONE,719,32.552,4853,0.9468,0.5768,646,104,90,21915,5947,0,38,5,156,19,1,0,2,1,3,8.4376,0
7,0,P2,P0,54356.0,54356.0,0,DONE,719,31.741,4853,0.9472,0.578,640,102,90,19954,20137,0,0,5,155,10,0,0,2,1,3,9.0594,0
7,1,P0,P2,54356.0,54356.0,0,DONE,719,31.741,4853,0.9472,0.578,640,102,90,19954,20137,0,0,5,155,10,0,0,2,1,3,9.3693,0
7,0,P0,P2,54356.0,54356.0,0,DONE,719,35.519,4853,0.9472,0.578,640,102,90,19954,20137,0,0,5,155,10,0,0,2,1,3,16.4374,0
7,1,P2,P0,54356.0,54356.0,0,DONE,719,35.519,4853,0.9472,0.578,640,102,90,19954,20137,0,0,5,155,10,0,0,2,1,3,13.695,0
8,0,P2,P0,45531.0,45531.0,0,DONE,719,36.697,4853,0.9472,0.578,640,102,90,12895,18258,0,0,5,155,10,0,0,2,1,3,15.3337,0
8,1,P0,P2,45531.0,45531.0,0,DONE,719,36.697,4853,0.9472,0.578,640,102,90,12895,18258,0,0,5,155,10,0,0,2,1,3,13.4022,0
8,0,P0,P2,45531.0,45531.0,0,DONE,719,37.828,4853,0.9472,0.578,640,102,90,12895,18258,0,0,5,155,10,0,0,2,1,3,14.5244,0
8,1,P2,P0,45531.0,45531.0,0,DONE,719,37.828,4853,0.9472,0.578,640,102,90,12895,18258,0,0,5,155,10,0,0,2,1,3,11.5714,0
9,0,P2,P0,47535.0,47466.0,1,DONE,719,37.084,4853,0.9468,0.5768,646,104,90,23666,5947,0,38,5,156,19,1,0,2,1,3,11.827,0
9,1,P0,P2,47466.0,47535.0,0,DONE,719,37.084,4853,0.9468,0.5768,646,104,90,23666,5873,0,42,5,156,19,1,0,2,1,3,15.8754,0
9,0,P0,P2,47466.0,47535.0,0,DONE,719,38.199,4853,0.9468,0.5768,646,104,90,23666,5873,0,42,5,156,19,1,0,2,1,3,13.0728,0
9,1,P2,P0,47535.0,47466.0,1,DONE,719,38.199,4853,0.9468,0.5768,646,104,90,23666,5947,0,38,5,156,19,1,0,2,1,3,13.5174,0
10,0,P2,P0,29496.0,28609.0,1,DONE,719,39.193,4853,0.9468,0.5768,646,104,90,6018,5947,0,38,5,156,19,1,0,2,1,4,18.6234,0
10,1,P0,P2,28609.0,29496.0,0,DONE,719,39.193,4853,0.9468,0.5768,646,104,90,5791,5873,6,42,5,156,19,1,0,2,1,24,16.1647,0
10,0,P0,P2,28609.0,29496.0,0,DONE,719,39.877,4853,0.9468,0.5768,646,104,90,5791,5873,6,42,5,156,19,1,0,2,1,24,18.6061,0
10,1,P2,P0,29496.0,28609.0,1,DONE,719,39.877,4853,0.9468,0.5768,646,104,90,6018,5947,0,38,5,156,19,1,0,2,1,4,15.2794,0
11,0,P2,P0,58257.0,58257.0,0,DONE,719,61.175,4853,0.9472,0.578,640,102,90,22735,18185,0,0,5,155,10,0,0,2,1,3,36.3657,0
11,1,P0,P2,58257.0,58257.0,0,DONE,719,61.175,4853,0.9472,0.578,640,102,90,22735,18185,0,0,5,155,10,0,0,2,1,3,39.9699,0
11,0,P0,P2,58257.0,58257.0,0,DONE,719,69.17,4853,0.9472,0.578,640,102,90,22735,18185,0,0,5,155,10,0,0,2,1,3,51.3352,0
11,1,P2,P0,58257.0,58257.0,0,DONE,719,69.17,4853,0.9472,0.578,640,102,90,22735,18185,0,0,5,155,10,0,0,2,1,3,47.8794,0
12,0,P2,P0,34260.0,34289.0,0,DONE,719,59.65,4853,0.9468,0.5772,641,103,90,11534,5947,0,38,5,156,14,0,0,2,1,3,36.4444,0
12,1,P0,P2,34289.0,34260.0,1,DONE,719,59.65,4853,0.9468,0.5768,638,104,90,11759,5873,0,42,5,156,19,1,0,2,1,3,31.9513,0
12,0,P0,P2,34191.0,34358.0,0,DONE,719,60.664,4853,0.9468,0.5772,641,103,90,11534,5873,0,42,5,156,14,0,0,2,1,3,50.1411,0
12,1,P2,P0,34358.0,34191.0,1,DONE,719,60.664,4853,0.9468,0.5768,638,104,90,11759,5947,0,38,5,156,19,1,0,2,1,3,28.2642,0
