seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
19,0,P2,P0,43053.0,42984.0,1,DONE,719,37.695,4853,0.9468,0.5768,646,104,90,19313,5947,0,38,5,156,19,1,0,2,1,3,16.385,0
19,1,P0,P2,42984.0,43053.0,0,DONE,719,37.695,4853,0.9468,0.5768,646,104,90,19313,5873,0,42,5,156,19,1,0,2,1,3,12.9628,0
19,0,P0,P2,42984.0,43053.0,0,DONE,719,35.951,4853,0.9468,0.5768,646,104,90,19313,5873,0,42,5,156,19,1,0,2,1,3,15.7966,0
19,1,P2,P0,43053.0,42984.0,1,DONE,719,35.951,4853,0.9468,0.5768,646,104,90,19313,5947,0,38,5,156,19,1,0,2,1,3,14.0201,0
20,0,P2,P0,35296.0,35297.0,0,DONE,719,40.575,4853,0.9472,0.578,640,102,90,13039,7581,0,18,5,155,10,0,0,2,1,3,14.8213,0
20,1,P0,P2,35297.0,35296.0,1,DONE,719,40.575,4853,0.9472,0.578,640,102,90,13039,7577,0,19,5,155,10,0,0,2,1,3,14.0776,0
20,0,P0,P2,35297.0,35296.0,1,DONE,719,38.236,4853,0.9472,0.578,640,102,90,13039,7577,0,19,5,155,10,0,0,2,1,3,13.8945,0
20,1,P2,P0,35296.0,35297.0,0,DONE,719,38.236,4853,0.9472,0.578,640,102,90,13039,7581,0,18,5,155,10,0,0,2,1,3,16.7189,0
21,0,P2,P0,48050.0,48050.0,0,DONE,719,49.973,4853,0.9472,0.578,640,102,90,18864,12146,0,4,5,155,10,0,0,2,1,3,26.9205,0
21,1,P0,P2,48050.0,48050.0,0,DONE,719,49.973,4853,0.9472,0.578,640,102,90,18864,12146,0,4,5,155,10,0,0,2,1,3,17.1227,0
21,0,P0,P2,48050.0,48050.0,0,DONE,719,49.078,4853,0.9472,0.578,640,102,90,18864,12146,0,4,5,155,10,0,0,2,1,3,20.6901,0
21,1,P2,P0,48050.0,48050.0,0,DONE,719,49.078,4853,0.9472,0.578,640,102,90,18864,12146,0,4,5,155,10,0,0,2,1,3,20.7126,0
