seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,fertilizer_collected,unsold_units,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
1,0,B_cow_sheep,C_goose_wheat,61128.0,25728.0,1,DONE,719,19.719,4853,0.9472,0.578,640,155,10,2,1,3,5.2352,0
1,1,C_goose_wheat,B_cow_sheep,25728.0,61128.0,0,DONE,719,19.719,4853,0.9289,0.5724,741,109,4,2,0,0,3.7356,0
1,0,A_diversified,B_cow_sheep,37717.0,60123.0,0,DONE,719,20.994,4025,0.9456,0.5727,532,122,55,1,4,17,6.8218,0
1,1,B_cow_sheep,A_diversified,60123.0,37717.0,1,DONE,719,20.994,4853,0.9472,0.578,640,155,10,2,1,3,5.2455,0
1,0,C_goose_wheat,B_cow_sheep,25728.0,61128.0,0,DONE,719,19.305,4853,0.9289,0.5724,741,109,4,2,0,0,6.2457,0
1,1,B_cow_sheep,C_goose_wheat,61128.0,25728.0,1,DONE,719,19.305,4853,0.9472,0.578,640,155,10,2,1,3,3.6905,0
2,0,B_cow_sheep,B_cow_sheep,41765.0,41569.0,1,DONE,719,20.311,4853,0.9468,0.5782,640,155,34,2,1,3,7.1742,0
2,1,B_cow_sheep,B_cow_sheep,41569.0,41765.0,0,DONE,719,20.311,4853,0.9472,0.578,640,155,10,2,1,3,3.5707,0
2,0,B_cow_sheep,A_diversified,62221.0,39454.0,1,DONE,719,17.202,4853,0.9468,0.5782,640,155,34,2,1,3,11.7373,0
2,1,A_diversified,B_cow_sheep,39454.0,62221.0,0,DONE,719,17.202,4025,0.9448,0.5722,532,122,55,1,4,17,4.1477,0
2,0,B_cow_sheep,C_goose_wheat,48437.0,24894.0,1,DONE,719,19.765,4853,0.9468,0.5782,640,155,34,2,1,3,6.6842,0
2,1,C_goose_wheat,B_cow_sheep,24894.0,48437.0,0,DONE,719,19.765,4853,0.9289,0.5724,741,109,4,2,0,0,5.015,0
2,0,A_diversified,B_cow_sheep,39443.0,62044.0,0,DONE,719,18.105,4025,0.9448,0.5722,532,122,55,1,4,17,5.4899,0
2,1,B_cow_sheep,A_diversified,62044.0,39443.0,1,DONE,719,18.105,4853,0.947,0.5774,644,155,7,2,1,3,3.6853,0
2,0,C_goose_wheat,B_cow_sheep,25434.0,48237.0,0,DONE,719,21.185,4853,0.9287,0.5712,744,110,23,2,0,0,7.354,0
2,1,B_cow_sheep,C_goose_wheat,48237.0,25434.0,1,DONE,719,21.185,4853,0.9472,0.578,640,155,10,2,1,3,7.4626,0
3,0,B_cow_sheep,B_cow_sheep,52194.0,52194.0,0,DONE,719,19.32,4853,0.9472,0.578,640,155,10,2,1,3,7.0077,0
3,1,B_cow_sheep,B_cow_sheep,52194.0,52194.0,0,DONE,719,19.32,4853,0.9472,0.578,640,155,10,2,1,3,6.4161,0
3,0,B_cow_sheep,A_diversified,64198.0,40191.0,1,DONE,719,16.183,4853,0.9472,0.578,640,155,10,2,1,3,5.1131,0
