seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
0,0,B_2_2,B0,44085.0,51956.0,0,DONE,719,107.983,4853,0.9104,0.5689,673,70,67,12940,14176,0,0,3,110,17,0,0,2,1,0,115.8851,0
0,1,B0,B_2_2,51956.0,44085.0,1,DONE,719,107.983,4853,0.9472,0.578,640,102,90,18034,18670,0,0,5,155,10,0,0,2,1,3,68.0329,0
0,0,B_2_2,B_2_2,43879.0,43879.0,0,DONE,719,40.43,4853,0.9104,0.5689,673,70,67,12853,14564,0,0,3,110,17,0,0,2,1,0,22.9207,0
0,1,B_2_2,B_2_2,43879.0,43879.0,0,DONE,719,40.43,4853,0.9104,0.5689,673,70,67,12853,14564,0,0,3,110,17,0,0,2,1,0,15.447,0
0,0,B_4_4,B0,39322.0,59135.0,0,DONE,719,81.85,3749,0.9288,0.5799,405,72,67,15107,14790,0,0,4,125,23,0,0,4,8,7,32.3485,0
0,1,B0,B_4_4,59135.0,39322.0,1,DONE,719,81.85,4853,0.9472,0.578,640,102,90,19758,19925,0,0,5,155,10,0,0,2,1,3,42.6593,0
0,0,B_4_4,B_4_4,49270.0,49270.0,0,DONE,719,31.484,3749,0.9349,0.5796,453,75,75,20152,18683,0,0,4,122,18,0,0,4,8,0,13.5607,0
0,1,B_4_4,B_4_4,49270.0,49270.0,0,DONE,719,31.484,3749,0.9354,0.5802,453,75,75,20152,18683,0,0,4,122,18,0,0,4,8,0,11.5422,0
0,0,B_2_2,B_4_4,48667.0,40969.0,1,DONE,719,39.151,4853,0.9104,0.5689,673,70,67,14358,16251,0,0,3,110,17,0,0,2,1,0,23.9884,0
0,1,B_4_4,B_2_2,40969.0,48667.0,0,DONE,719,39.151,3749,0.9346,0.586,412,75,67,16411,16676,0,0,4,122,23,0,0,4,8,3,23.8754,0
0,0,B0,B_2_2,51956.0,44085.0,1,DONE,719,113.817,4853,0.9472,0.578,640,102,90,18034,18670,0,0,5,155,10,0,0,2,1,3,84.8625,0
0,1,B_2_2,B0,44085.0,51956.0,0,DONE,719,113.817,4853,0.9104,0.5689,673,70,67,12940,14176,0,0,3,110,17,0,0,2,1,0,83.4742,0
0,0,B0,B_4_4,59135.0,39322.0,1,DONE,719,79.935,4853,0.9472,0.578,640,102,90,19758,19925,0,0,5,155,10,0,0,2,1,3,52.932,0
0,1,B_4_4,B0,39322.0,59135.0,0,DONE,719,79.935,3749,0.9288,0.5799,405,72,67,15107,14790,0,0,4,125,23,0,0,4,8,7,41.6973,0
0,0,B_4_4,B_2_2,40969.0,48667.0,0,DONE,719,37.747,3749,0.9346,0.586,412,75,67,16411,16676,0,0,4,122,23,0,0,4,8,3,15.919,0
0,1,B_2_2,B_4_4,48667.0,40969.0,1,DONE,719,37.747,4853,0.9104,0.5689,673,70,67,14358,16251,0,0,3,110,17,0,0,2,1,0,20.7836,0
1,0,B_2_2,B0,47221.0,57494.0,0,DONE,719,111.308,4853,0.9104,0.5689,673,70,67,16623,14230,0,0,3,110,17,0,0,2,1,0,67.0604,0
1,1,B0,B_2_2,57494.0,47221.0,1,DONE,719,111.308,4853,0.9472,0.578,640,102,90,23732,18724,0,0,5,155,10,0,0,2,1,3,69.3164,0
1,0,B_2_2,B_2_2,41130.0,41130.0,0,DONE,719,39.094,4853,0.9104,0.5689,673,70,67,17235,7950,0,0,3,110,17,0,0,2,1,0,16.297,0
1,1,B_2_2,B_2_2,41130.0,41130.0,0,DONE,719,39.094,4853,0.9104,0.5689,673,70,67,17235,7950,0,0,3,110,17,0,0,2,1,0,15.1782,0
1,0,B_4_4,B0,31475.0,49885.0,0,DONE,719,53.931,3749,0.9317,0.5882,419,75,75,5234,16766,0,0,4,125,35,3,4,6,8,4,29.1412,0
1,1,B0,B_4_4,49885.0,31475.0,1,DONE,719,53.931,4853,0.9472,0.578,640,102,90,10300,20119,0,0,5,155,10,0,0,2,1,3,16.006,0
1,0,B_4_4,B_4_4,38361.0,37713.0,1,DONE,719,34.942,3749,0.9234,0.5762,424,84,59,20771,6596,0,13,5,118,10,0,0,2,7,0,26.1787,0
1,1,B_4_4,B_4_4,37713.0,38361.0,0,DONE,719,34.942,3749,0.9357,0.5836,417,78,58,19205,7422,0,11,8,120,47,0,0,3,4,0,14.9955,0
