seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_sold,wool_sold,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
0,0,Q45,P1,46326.0,46358.0,0,DONE,719,45.969,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,233.3615,0
0,1,P1,Q45,46358.0,46326.0,1,DONE,719,45.969,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,11.1838,0
0,0,P1,Q45,46358.0,46326.0,1,DONE,719,47.871,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,27.0879,0
0,1,Q45,P1,46326.0,46358.0,0,DONE,719,47.871,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,221.9296,0
1,0,Q45,P1,48175.0,49987.0,0,DONE,719,47.998,4853,0.9464,0.5745,647,104,90,100,90,23359,7317,0,31,5,157,20,0,0,2,1,17,225.5842,0
1,1,P1,Q45,49987.0,48175.0,1,DONE,719,47.998,4853,0.9464,0.5745,647,104,90,103,90,24214,7576,0,20,5,157,20,0,0,2,1,3,11.5617,0
1,0,P1,Q45,49987.0,48175.0,1,DONE,719,50.365,4853,0.9464,0.5745,647,104,90,103,90,24214,7576,0,20,5,157,20,0,0,2,1,3,18.7972,0
1,1,Q45,P1,48175.0,49987.0,0,DONE,719,50.365,4853,0.9464,0.5745,647,104,90,100,90,23359,7317,0,31,5,157,20,0,0,2,1,17,367.5802,0
2,0,Q45,P1,40703.0,42617.0,0,DONE,719,46.785,4853,0.946,0.5739,647,104,90,98,90,4704,21985,33,0,5,157,34,0,0,2,1,25,187.8398,0
2,1,P1,Q45,42617.0,40703.0,1,DONE,719,46.785,4853,0.946,0.5741,647,104,90,103,90,5935,21985,12,0,5,157,20,0,0,2,1,3,18.4818,0
2,0,P1,Q45,42603.0,40717.0,1,DONE,719,46.336,4853,0.946,0.5739,647,104,90,103,90,5935,21985,12,0,5,157,34,0,0,2,1,3,23.5244,0
2,1,Q45,P1,40717.0,42603.0,0,DONE,719,46.336,4853,0.946,0.5741,647,104,90,98,90,4704,21985,33,0,5,157,20,0,0,2,1,25,261.7017,0
3,0,Q45,P1,52826.0,52866.0,0,DONE,719,51.793,4853,0.946,0.5741,647,104,90,103,90,14854,21135,0,0,5,157,20,0,0,2,1,3,260.2844,0
3,1,P1,Q45,52866.0,52826.0,1,DONE,719,51.793,4853,0.946,0.5741,647,104,90,103,90,14841,21135,0,0,5,157,20,0,0,2,1,3,16.2689,0
3,0,P1,Q45,52866.0,52826.0,1,DONE,719,44.772,4853,0.946,0.5741,647,104,90,103,90,14841,21135,0,0,5,157,20,0,0,2,1,3,13.4389,0
3,1,Q45,P1,52826.0,52866.0,0,DONE,719,44.772,4853,0.946,0.5741,647,104,90,103,90,14854,21135,0,0,5,157,20,0,0,2,1,3,219.1891,0
4,0,Q45,P1,43540.0,46046.0,0,DONE,719,41.668,4853,0.9464,0.5757,647,104,90,98,90,22000,5677,0,46,5,156,12,1,0,2,1,27,208.7609,0
4,1,P1,Q45,46046.0,43540.0,1,DONE,719,41.668,4853,0.9462,0.5753,647,104,90,104,90,23564,6069,0,36,5,156,12,1,0,2,1,3,14.8702,0
