seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
4,0,P1,P0,45816.0,45920.0,0,DONE,719,45.368,4853,0.9464,0.5757,647,104,90,23545,6069,0,36,5,156,12,1,0,2,1,3,15.2574,0
4,1,P0,P1,45920.0,45816.0,1,DONE,719,45.368,4853,0.9466,0.5763,646,104,90,23545,6069,0,36,5,156,19,1,0,2,1,3,12.0107,0
4,0,P0,P1,45920.0,45816.0,1,DONE,719,42.422,4853,0.9468,0.5768,646,104,90,23545,6069,0,36,5,156,19,1,0,2,1,3,12.877,0
4,1,P1,P0,45816.0,45920.0,0,DONE,719,42.422,4853,0.9462,0.5753,647,104,90,23545,6069,0,36,5,156,12,1,0,2,1,3,13.6455,0
5,0,P1,P0,36552.0,35973.0,1,DONE,719,38.658,4853,0.9464,0.5745,647,104,90,10618,9082,0,7,5,157,20,0,0,2,1,3,10.8886,0
5,1,P0,P1,35973.0,36552.0,0,DONE,719,38.658,4853,0.9472,0.578,640,102,90,10404,9082,0,7,5,155,10,0,0,2,1,3,9.0563,0
5,0,P0,P1,35973.0,36552.0,0,DONE,719,42.167,4853,0.9472,0.578,640,102,90,10404,9082,0,7,5,155,10,0,0,2,1,3,13.4905,0
5,1,P1,P0,36552.0,35973.0,1,DONE,719,42.167,4853,0.9464,0.5745,647,104,90,10618,9082,0,7,5,157,20,0,0,2,1,3,14.5602,0
6,0,P1,P0,42006.0,42076.0,0,DONE,719,39.34,4853,0.9464,0.5757,647,104,90,21916,6069,0,36,5,156,12,1,0,2,1,3,15.0197,0
6,1,P0,P1,42076.0,42006.0,1,DONE,719,39.34,4853,0.9468,0.5768,646,104,90,21915,6069,0,36,5,156,19,1,0,2,1,3,14.5728,0
6,0,P0,P1,42076.0,42006.0,1,DONE,719,39.276,4853,0.9468,0.5768,646,104,90,21915,6069,0,36,5,156,19,1,0,2,1,3,12.6368,0
6,1,P1,P0,42006.0,42076.0,0,DONE,719,39.276,4853,0.9464,0.5757,647,104,90,21916,6069,0,36,5,156,12,1,0,2,1,3,10.0339,0
7,0,P1,P0,54812.0,54352.0,1,DONE,719,36.531,4853,0.946,0.5741,647,104,90,20180,20137,0,0,5,157,20,0,0,2,1,3,9.9358,0
7,1,P0,P1,54352.0,54812.0,0,DONE,719,36.531,4853,0.9472,0.578,640,102,90,19954,20137,0,0,5,155,10,0,0,2,1,3,9.1529,0
7,0,P0,P1,54352.0,54812.0,0,DONE,719,38.049,4853,0.9472,0.578,640,102,90,19954,20137,0,0,5,155,10,0,0,2,1,3,12.8794,0
7,1,P1,P0,54812.0,54352.0,1,DONE,719,38.049,4853,0.946,0.5741,647,104,90,20180,20137,0,0,5,157,20,0,0,2,1,3,9.1567,0
8,0,P1,P0,45962.0,45527.0,1,DONE,719,39.896,4853,0.946,0.5741,647,104,90,13096,18258,0,0,5,157,20,0,0,2,1,3,13.1122,0
8,1,P0,P1,45527.0,45962.0,0,DONE,719,39.896,4853,0.9472,0.578,640,102,90,12895,18258,0,0,5,155,10,0,0,2,1,3,16.0269,0
8,0,P0,P1,45527.0,45962.0,0,DONE,719,34.306,4853,0.9472,0.578,640,102,90,12895,18258,0,0,5,155,10,0,0,2,1,3,10.694,0
8,1,P1,P0,45962.0,45527.0,1,DONE,719,34.306,4853,0.946,0.5741,647,104,90,13096,18258,0,0,5,157,20,0,0,2,1,3,9.1574,0
9,0,P1,P0,47425.0,47567.0,0,DONE,719,41.267,4853,0.9464,0.5757,647,104,90,23667,6069,0,36,5,156,12,1,0,2,1,3,11.397,0
9,1,P0,P1,47567.0,47425.0,1,DONE,719,41.267,4853,0.9468,0.5768,646,104,90,23666,6069,0,36,5,156,19,1,0,2,1,3,10.6931,0
9,0,P0,P1,47567.0,47425.0,1,DONE,719,41.001,4853,0.9468,0.5768,646,104,90,23666,6069,0,36,5,156,19,1,0,2,1,3,13.8749,0
9,1,P1,P0,47425.0,47567.0,0,DONE,719,41.001,4853,0.9464,0.5757,647,104,90,23667,6069,0,36,5,156,12,1,0,2,1,3,13.3656,0
10,0,P1,P0,29201.0,29341.0,0,DONE,719,38.823,4853,0.9464,0.5757,647,104,90,6379,6069,0,36,5,156,12,1,0,2,1,9,12.5731,0
10,1,P0,P1,29341.0,29201.0,1,DONE,719,38.823,4853,0.9468,0.5768,646,104,90,6379,6069,0,36,5,156,19,1,0,2,1,9,10.839,0
10,0,P0,P1,29341.0,29201.0,1,DONE,719,39.729,4853,0.9468,0.5768,646,104,90,6379,6069,0,36,5,156,19,1,0,2,1,9,13.0838,0
10,1,P1,P0,29201.0,29341.0,0,DONE,719,39.729,4853,0.9464,0.5757,647,104,90,6379,6069,0,36,5,156,12,1,0,2,1,9,12.1815,0
11,0,P1,P0,58890.0,58259.0,1,DONE,719,42.53,4853,0.946,0.5741,647,104,90,22987,18185,0,0,5,157,20,0,0,2,1,3,14.5597,0
11,1,P0,P1,58259.0,58890.0,0,DONE,719,42.53,4853,0.9472,0.578,640,102,90,22735,18185,0,0,5,155,10,0,0,2,1,3,12.8538,0
11,0,P0,P1,58259.0,58890.0,0,DONE,719,45.057,4853,0.9472,0.578,640,102,90,22735,18185,0,0,5,155,10,0,0,2,1,3,15.3112,0
11,1,P1,P0,58890.0,58259.0,1,DONE,719,45.057,4853,0.946,0.5741,647,104,90,22987,18185,0,0,5,157,20,0,0,2,1,3,14.6811,0
12,0,P1,P0,34296.0,34386.0,0,DONE,719,38.776,4853,0.9462,0.5759,642,103,90,11534,6069,0,36,5,156,11,0,0,2,1,3,13.9159,0
12,1,P0,P1,34386.0,34296.0,1,DONE,719,38.776,4853,0.9468,0.5768,638,104,90,11759,6069,0,36,5,156,19,1,0,2,1,3,17.1705,0
12,0,P0,P1,34294.0,34343.0,0,DONE,719,43.459,4853,0.9468,0.5772,641,103,90,11535,6069,0,36,5,156,14,0,0,2,1,3,17.0159,0
12,1,P1,P0,34343.0,34294.0,1,DONE,719,43.459,4853,0.9452,0.5753,634,104,90,11536,6069,0,36,5,158,13,0,0,2,1,3,13.367,0
13,0,P1,P0,49607.0,49731.0,0,DONE,719,42.009,4853,0.9462,0.5753,647,104,90,27214,6069,0,36,5,156,12,1,0,2,1,3,13.7163,0
13,1,P0,P1,49731.0,49607.0,1,DONE,719,42.009,4853,0.9468,0.5768,646,104,90,27213,6069,0,36,5,156,19,1,0,2,1,3,12.5096,0
13,0,P0,P1,49731.0,49607.0,1,DONE,719,40.523,4853,0.9466,0.5763,646,104,90,27213,6069,0,36,5,156,19,1,0,2,1,3,12.5941,0
13,1,P1,P0,49607.0,49731.0,0,DONE,719,40.523,4853,0.9464,0.5757,647,104,90,27214,6069,0,36,5,156,12,1,0,2,1,3,11.0201,0
14,0,P1,P0,41142.0,40651.0,1,DONE,719,31.184,4853,0.9464,0.5745,647,104,90,17376,7702,0,20,5,157,20,0,0,2,1,3,9.324,0
14,1,P0,P1,40651.0,41142.0,0,DONE,719,31.184,4853,0.9472,0.578,640,102,90,17243,7702,0,20,5,155,10,0,0,2,1,3,9.3375,0
14,0,P0,P1,40651.0,41142.0,0,DONE,719,29.182,4853,0.9472,0.578,640,102,90,17243,7702,0,20,5,155,10,0,0,2,1,3,9.9651,0
14,1,P1,P0,41142.0,40651.0,1,DONE,719,29.182,4853,0.9464,0.5745,647,104,90,17376,7702,0,20,5,157,20,0,0,2,1,3,8.7322,0
15,0,P1,P0,46446.0,46600.0,0,DONE,719,28.814,4853,0.9464,0.5757,647,104,90,22374,6069,0,36,5,156,12,1,0,2,1,3,12.6498,0
15,1,P0,P1,46600.0,46446.0,1,DONE,719,28.814,4853,0.9468,0.5768,646,104,90,22373,6069,0,36,5,156,19,1,0,2,1,3,11.0404,0
15,0,P0,P1,46600.0,46446.0,1,DONE,719,26.938,4853,0.9468,0.5768,646,104,90,22373,6069,0,36,5,156,19,1,0,2,1,3,9.4234,0
15,1,P1,P0,46446.0,46600.0,0,DONE,719,26.938,4853,0.9464,0.5757,647,104,90,22374,6069,0,36,5,156,12,1,0,2,1,3,8.6573,0
