seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
0,0,B0,B1,51956.0,44085.0,1,DONE,719,23.933,4853,0.9472,0.578,640,102,90,18034,18670,0,0,5,155,10,0,0,2,1,3,13.1608,0
0,1,B1,B0,44085.0,51956.0,0,DONE,719,23.933,4853,0.9104,0.5689,673,70,67,12940,14176,0,0,3,110,17,0,0,2,1,0,6.2603,0
0,0,B0,B2,45899.0,45899.0,0,DONE,719,31.613,4853,0.9472,0.578,640,102,90,12895,18185,0,0,5,155,10,0,0,2,1,3,15.2105,0
0,1,B2,B0,45899.0,45899.0,0,DONE,719,31.613,4853,0.9472,0.578,640,102,90,12895,18185,0,0,5,155,10,0,0,2,1,3,10.4089,0
0,0,B1,B2,44085.0,51956.0,0,DONE,719,39.424,4853,0.9104,0.5689,673,70,67,12940,14176,0,0,3,110,17,0,0,2,1,0,15.7441,0
0,1,B2,B1,51956.0,44085.0,1,DONE,719,39.424,4853,0.9472,0.578,640,102,90,18034,18670,0,0,5,155,10,0,0,2,1,3,24.6253,0
0,0,B1,B0,44085.0,51956.0,0,DONE,719,26.614,4853,0.9104,0.5689,673,70,67,12940,14176,0,0,3,110,17,0,0,2,1,0,17.5186,0
0,1,B0,B1,51956.0,44085.0,1,DONE,719,26.614,4853,0.9472,0.578,640,102,90,18034,18670,0,0,5,155,10,0,0,2,1,3,11.8598,0
0,0,B2,B0,45899.0,45899.0,0,DONE,719,28.451,4853,0.9472,0.578,640,102,90,12895,18185,0,0,5,155,10,0,0,2,1,3,16.8904,0
0,1,B0,B2,45899.0,45899.0,0,DONE,719,28.451,4853,0.9472,0.578,640,102,90,12895,18185,0,0,5,155,10,0,0,2,1,3,13.7498,0
0,0,B2,B1,51956.0,44085.0,1,DONE,719,29.918,4853,0.9472,0.578,640,102,90,18034,18670,0,0,5,155,10,0,0,2,1,3,15.1213,0
0,1,B1,B2,44085.0,51956.0,0,DONE,719,29.918,4853,0.9104,0.5689,673,70,67,12940,14176,0,0,3,110,17,0,0,2,1,0,9.4208,0
1,0,B0,B1,57494.0,47221.0,1,DONE,719,28.954,4853,0.9472,0.578,640,102,90,23732,18724,0,0,5,155,10,0,0,2,1,3,15.1665,0
1,1,B1,B0,47221.0,57494.0,0,DONE,719,28.954,4853,0.9104,0.5689,673,70,67,16623,14230,0,0,3,110,17,0,0,2,1,0,8.1108,0
1,0,B0,B2,48953.0,48953.0,0,DONE,719,28.731,4853,0.9472,0.578,640,102,90,23887,7702,0,20,5,155,10,0,0,2,1,3,10.3975,0
