seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_sold,wool_sold,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
0,0,H2,P1S,46343.0,46343.0,0,DONE,719,28.647,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,9.4776,0
0,1,P1S,H2,46343.0,46343.0,0,DONE,719,28.647,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,7.4744,0
0,0,P1S,H2,46343.0,46343.0,0,DONE,719,26.315,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,7.712,0
0,1,H2,P1S,46343.0,46343.0,0,DONE,719,26.315,4853,0.946,0.5741,647,104,90,103,90,13096,18185,0,0,5,157,20,0,0,2,1,3,7.1151,0
1,0,H2,P1S,51004.0,49702.0,1,DONE,719,28.185,4853,0.9419,0.5739,624,103,64,103,64,24196,7962,0,0,3,157,7,0,0,2,3,3,9.226,0
1,1,P1S,H2,49702.0,51004.0,0,DONE,719,28.185,4853,0.9464,0.5745,647,104,90,103,90,24171,7470,0,18,5,157,20,0,0,2,1,3,10.1246,0
1,0,P1S,H2,49702.0,51004.0,0,DONE,719,26.465,4853,0.9464,0.5745,647,104,90,103,90,24171,7470,0,18,5,157,20,0,0,2,1,3,7.4695,0
1,1,H2,P1S,51004.0,49702.0,1,DONE,719,26.465,4853,0.9419,0.5739,624,103,64,103,64,24196,7962,0,0,3,157,7,0,0,2,3,3,6.2856,0
2,0,H2,P1S,41102.0,41444.0,0,DONE,719,26.58,4853,0.9374,0.5747,577,42,90,42,90,4134,21980,6,0,3,156,26,0,0,2,3,3,9.184,0
2,1,P1S,H2,41444.0,41102.0,1,DONE,719,26.58,4853,0.946,0.5741,647,104,90,103,90,4772,21982,33,0,5,157,20,0,0,2,1,3,9.3203,0
2,0,P1S,H2,41444.0,41102.0,1,DONE,719,25.588,4853,0.946,0.5739,647,104,90,103,90,4772,21982,33,0,5,157,34,0,0,2,1,3,12.672,0
2,1,H2,P1S,41102.0,41444.0,0,DONE,719,25.588,4853,0.9374,0.5747,577,42,90,42,90,4134,21980,6,0,3,156,26,0,0,2,3,3,9.2091,0
3,0,H2,P1S,52796.0,52796.0,0,DONE,719,25.5,4853,0.946,0.5741,647,104,90,103,90,14815,21135,0,0,5,157,20,0,0,2,1,3,7.3598,0
3,1,P1S,H2,52796.0,52796.0,0,DONE,719,25.5,4853,0.946,0.5741,647,104,90,103,90,14815,21135,0,0,5,157,20,0,0,2,1,3,6.7295,0
3,0,P1S,H2,52796.0,52796.0,0,DONE,719,26.003,4853,0.946,0.5741,647,104,90,103,90,14815,21135,0,0,5,157,20,0,0,2,1,3,8.2651,0
3,1,H2,P1S,52796.0,52796.0,0,DONE,719,26.003,4853,0.946,0.5741,647,104,90,103,90,14815,21135,0,0,5,157,20,0,0,2,1,3,6.5669,0
4,0,H2,P1S,45883.0,45853.0,1,DONE,719,24.804,4853,0.9431,0.5747,597,104,40,104,40,23546,5475,0,5,5,156,29,1,6,2,1,3,5.5784,0
4,1,P1S,H2,45853.0,45883.0,0,DONE,719,24.804,4853,0.9462,0.5753,647,104,90,104,90,23506,5987,0,36,5,156,12,1,0,2,1,3,5.6062,0
4,0,P1S,H2,45853.0,45883.0,0,DONE,719,25.512,4853,0.9464,0.5757,647,104,90,104,90,23506,5987,0,36,5,156,12,1,0,2,1,3,8.1213,0
4,1,H2,P1S,45883.0,45853.0,1,DONE,719,25.512,4853,0.9429,0.5743,597,104,40,104,40,23546,5475,0,5,5,156,29,1,6,2,1,3,6.7985,0
